job_id	role	base_profile	arm	dataset	seq_len	pred_len	seed	cut_freq
DRY	identity	ind_cycle_full	fk_r8_cs	ETTm1	96	192	2026	7
DRY	identity	ind_cycle_full	fk_sm2_tail2	ETTm1	96	192	2026	7
DRY	active	ind_cycle_full	fk_r8_cs	traffic	96	720	2026	25
DRY	active	ind_cycle_full	fk_sm2_mode	traffic	96	720	2026	25
DRY	active	ind_cycle_full	fk_sm2_tail2	traffic	96	720	2026	25
DRY	bridge	ind_cycle_full	fk_sm2_tail2	weather	96	720	2026	13
